"","rank","Name_of_movie","Movie_genre","Year_of_release","Runtime_min","Ratings","Votes","Metascore","Gross_collection"
"1208",488,"District 9","Action",2009,112,7.9,643467,81,115.65
"1209",488,"District 9","Sci-Fi",2009,112,7.9,643467,81,115.65
"1210",488,"District 9","Thriller",2009,112,7.9,643467,81,115.65
"1211",489,"The Wrestler","Drama",2008,109,7.9,291664,80,26.24
"1212",489,"The Wrestler","Sport",2008,109,7.9,291664,80,26.24
"1213",490,"Jab We Met","Comedy",2007,138,7.9,48356,NA,0.41
"1214",490,"Jab We Met","Drama",2007,138,7.9,48356,NA,0.41
"1215",490,"Jab We Met","Romance",2007,138,7.9,48356,NA,0.41
"1216",491,"Boyhood(I)","Drama",2014,165,7.9,338486,100,25.38
"1217",492,"4 luni, 3 saptamâni si 2 zile","Drama",2007,113,7.9,57296,97,1.19
"1218",493,"Star Trek","Action",2009,127,7.9,580655,82,257.73
"1219",493,"Star Trek","Adventure",2009,127,7.9,580655,82,257.73
"1220",493,"Star Trek","Sci-Fi",2009,127,7.9,580655,82,257.73
"1221",494,"In Bruges","Comedy",2008,107,7.9,394664,67,7.76
"1222",494,"In Bruges","Crime",2008,107,7.9,394664,67,7.76
"1223",494,"In Bruges","Drama",2008,107,7.9,394664,67,7.76
"1224",495,"The Man from Earth","Drama",2007,87,7.9,176344,NA,NA
"1225",495,"The Man from Earth","Fantasy",2007,87,7.9,176344,NA,NA
"1226",495,"The Man from Earth","Mystery",2007,87,7.9,176344,NA,NA
"1227",496,"Letters from Iwo Jima","Action",2006,141,7.9,155207,89,13.76
"1228",496,"Letters from Iwo Jima","Adventure",2006,141,7.9,155207,89,13.76
"1229",496,"Letters from Iwo Jima","Drama",2006,141,7.9,155207,89,13.76
"1230",497,"The Fall","Adventure",2006,117,7.9,108103,64,2.28
"1231",497,"The Fall","Drama",2006,117,7.9,108103,64,2.28
"1232",497,"The Fall","Fantasy",2006,117,7.9,108103,64,2.28
"1233",498,"Life of Pi","Adventure",2012,127,7.9,587941,79,124.99
"1234",498,"Life of Pi","Drama",2012,127,7.9,587941,79,124.99
"1235",498,"Life of Pi","Fantasy",2012,127,7.9,587941,79,124.99
"1236",499,"Fantastic Mr. Fox","Animation",2009,87,7.9,204966,83,21
"1237",499,"Fantastic Mr. Fox","Adventure",2009,87,7.9,204966,83,21
"1238",499,"Fantastic Mr. Fox","Comedy",2009,87,7.9,204966,83,21
"1239",500,"C.R.A.Z.Y.","Comedy",2005,129,7.9,31636,81,NA
"1240",500,"C.R.A.Z.Y.","Drama",2005,129,7.9,31636,81,NA
